FL_DATE,ORIGIN_STATE,FLIGHT_COUNT_2019,FLIGHT_COUNT_2020
2019-04-16,New Jersey,477,79
2019-04-16,New Mexico,80,45
2019-04-16,New York,1205,284
2019-04-16,North Carolina,1042,570
2019-04-16,North Dakota,61,36
2019-04-16,Ohio,363,138
2019-04-16,Oklahoma,128,71
2019-04-16,Oregon,295,98
2019-04-16,Pennsylvania,685,335
2019-04-16,Puerto Rico,74,18
2019-04-16,Rhode Island,57,29
2019-04-16,South Carolina,192,90
2019-04-16,South Dakota,40,30
2019-04-16,Tennessee,410,204
2019-04-16,Texas,2184,1166
2019-04-16,U.S. Pacific Trust Territories and Possessions,5,1
2019-04-16,U.S. Virgin Islands,15,3
2019-04-16,Utah,349,160
2019-04-16,Vermont,32,13
2019-04-16,Virginia,904,357
2019-04-16,Washington,626,235
2019-04-16,West Virginia,23,15
2019-04-16,Wisconsin,205,108
2019-04-16,Wyoming,22,12
2019-04-17,Alabama,128,52
2019-04-17,Alaska,102,43
2019-04-17,Arizona,600,280
2019-04-17,Arkansas,98,49
2019-04-17,California,2441,856
2019-04-17,Colorado,837,455
2019-04-17,Connecticut,96,35
2019-04-17,Florida,1697,724
2019-04-17,Georgia,1216,394
2019-04-17,Hawaii,317,71
2019-04-17,Idaho,83,38
2019-04-17,Illinois,1430,652
2019-04-17,Indiana,207,98
2019-04-17,Iowa,92,48
2019-04-17,Kansas,47,29
2019-04-17,Kentucky,266,114
2019-04-17,Louisiana,250,124
2019-04-17,Maine,55,25
2019-04-17,Maryland,314,180
2019-04-17,Massachusetts,466,118
2019-04-17,Michigan,659,267
2019-04-17,Minnesota,493,185
2019-04-17,Mississippi,45,24
2019-04-17,Missouri,427,216
2019-04-17,Montana,74,36
2019-04-17,Nebraska,99,50
2019-04-17,Nevada,524,251
2019-04-17,New Hampshire,36,23
2019-04-17,New Jersey,472,43
2019-04-17,New Mexico,81,46
2019-04-17,New York,1221,276
2019-04-17,North Carolina,1065,582
2019-04-17,North Dakota,65,33
2019-04-17,Ohio,366,131
2019-04-17,Oklahoma,128,71
2019-04-17,Oregon,295,102
2019-04-17,Pennsylvania,691,327
2019-04-17,Puerto Rico,77,20
2019-04-17,Rhode Island,57,29
2019-04-17,South Carolina,199,86
2019-04-17,South Dakota,45,24
2019-04-17,Tennessee,419,197
2019-04-17,Texas,2211,1136
2019-04-17,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-17,U.S. Virgin Islands,13,3
2019-04-17,Utah,355,155
2019-04-17,Vermont,33,13
2019-04-17,Virginia,911,342
2019-04-17,Washington,633,221
2019-04-17,West Virginia,22,14
2019-04-17,Wisconsin,210,107
2019-04-17,Wyoming,21,13
2019-04-18,Alabama,132,46
2019-04-18,Alaska,104,34
2019-04-18,Arizona,615,257
2019-04-18,Arkansas,102,41
2019-04-18,California,2507,683
2019-04-18,Colorado,858,375
2019-04-18,Connecticut,97,34
2019-04-18,Florida,1751,689
2019-04-18,Georgia,1237,329
2019-04-18,Hawaii,325,72
2019-04-18,Idaho,88,33
2019-04-18,Illinois,1457,569
2019-04-18,Indiana,216,77
2019-04-18,Iowa,94,33
2019-04-18,Kansas,50,21
2019-04-18,Kentucky,277,93
2019-04-18,Louisiana,259,100
2019-04-18,Maine,51,23
2019-04-18,Maryland,319,144
2019-04-18,Massachusetts,477,83
2019-04-18,Michigan,665,226
2019-04-18,Minnesota,500,156
2019-04-18,Mississippi,45,20
2019-04-18,Missouri,430,166
2019-04-18,Montana,77,31
2019-04-18,Nebraska,104,40
2019-04-18,Nevada,552,189
2019-04-18,New Hampshire,35,21
2019-04-18,New Jersey,484,33
2019-04-18,New Mexico,85,35
2019-04-18,New York,1241,240
2019-04-18,North Carolina,1079,509
2019-04-18,North Dakota,69,28
2019-04-18,Ohio,380,119
2019-04-18,Oklahoma,135,56
2019-04-18,Oregon,308,84
2019-04-18,Pennsylvania,706,286
2019-04-18,Puerto Rico,77,24
2019-04-18,Rhode Island,57,30
2019-04-18,South Carolina,202,81
2019-04-18,South Dakota,44,18
2019-04-18,Tennessee,434,154
2019-04-18,Texas,2303,948
2019-04-18,U.S. Pacific Trust Territories and Possessions,6,1
2019-04-18,U.S. Virgin Islands,15,4
2019-04-18,Utah,363,144
2019-04-18,Vermont,33,11
2019-04-18,Virginia,930,289
2019-04-18,Washington,649,214
2019-04-18,West Virginia,25,12
2019-04-18,Wisconsin,212,93
2019-04-18,Wyoming,22,12
2019-04-19,Alabama,131,57
2019-04-19,Alaska,104,31
2019-04-19,Arizona,619,273
2019-04-19,Arkansas,101,45
2019-04-19,California,2510,778
2019-04-19,Colorado,859,441
2019-04-19,Connecticut,97,34
2019-04-19,Florida,1751,633
2019-04-19,Georgia,1238,367
2019-04-19,Hawaii,332,71
2019-04-19,Idaho,87,37
2019-04-19,Illinois,1454,637
2019-04-19,Indiana,216,87
2019-04-19,Iowa,93,43
2019-04-19,Kansas,49,28
2019-04-19,Kentucky,280,94
2019-04-19,Louisiana,259,122
2019-04-19,Maine,54,16
2019-04-19,Maryland,319,161
2019-04-19,Massachusetts,470,114
2019-04-19,Michigan,669,239
2019-04-19,Minnesota,502,171
2019-04-19,Mississippi,46,23
2019-04-19,Missouri,432,221
2019-04-19,Montana,77,33
2019-04-19,Nebraska,100,52
2019-04-19,Nevada,563,218
2019-04-19,New Hampshire,35,20
2019-04-19,New Jersey,481,28
2019-04-19,New Mexico,88,40
2019-04-19,New York,1230,208
2019-04-19,North Carolina,1078,553
2019-04-19,North Dakota,64,31
2019-04-19,Ohio,379,132
2019-04-19,Oklahoma,137,69
2019-04-19,Oregon,310,92
2019-04-19,Pennsylvania,704,306
2019-04-19,Puerto Rico,82,22
2019-04-19,Rhode Island,58,27
2019-04-19,South Carolina,205,79
2019-04-19,South Dakota,44,26
2019-04-19,Tennessee,439,198
2019-04-19,Texas,2306,1115
2019-04-19,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-19,U.S. Virgin Islands,14,4
2019-04-19,Utah,368,156
2019-04-19,Vermont,33,11
2019-04-19,Virginia,924,325
2019-04-19,Washington,647,222
2019-04-19,West Virginia,25,12
2019-04-19,Wisconsin,215,92
2019-04-19,Wyoming,22,13
2019-04-20,Alabama,88,56
2019-04-20,Alaska,95,45
2019-04-20,Arizona,535,274
2019-04-20,Arkansas,69,47
2019-04-20,California,1949,822
2019-04-20,Colorado,701,459
2019-04-20,Connecticut,82,34
2019-04-20,Florida,1726,591
2019-04-20,Georgia,906,371
2019-04-20,Hawaii,333,69
2019-04-20,Idaho,68,38
2019-04-20,Illinois,1129,639
2019-04-20,Indiana,166,83
2019-04-20,Iowa,66,44
2019-04-20,Kansas,34,27
2019-04-20,Kentucky,188,92
2019-04-20,Louisiana,203,115
2019-04-20,Maine,49,21
2019-04-20,Maryland,243,176
2019-04-20,Massachusetts,331,105
2019-04-20,Michigan,442,247
2019-04-20,Minnesota,322,178
2019-04-20,Mississippi,34,23
2019-04-20,Missouri,303,210
2019-04-20,Montana,64,32
2019-04-20,Nebraska,71,48
2019-04-20,Nevada,446,210
2019-04-20,New Hampshire,31,23
2019-04-20,New Jersey,379,30
2019-04-20,New Mexico,67,47
2019-04-20,New York,858,205
2019-04-20,North Carolina,874,549
2019-04-20,North Dakota,51,30
2019-04-20,Ohio,269,117
2019-04-20,Oklahoma,106,68
2019-04-20,Oregon,239,97
2019-04-20,Pennsylvania,552,308
2019-04-20,Puerto Rico,89,19
2019-04-20,Rhode Island,50,27
2019-04-20,South Carolina,178,82
2019-04-20,South Dakota,40,27
2019-04-20,Tennessee,311,181
2019-04-20,Texas,1775,1117
2019-04-20,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-20,U.S. Virgin Islands,18,3
2019-04-20,Utah,265,155
2019-04-20,Vermont,31,11
2019-04-20,Virginia,697,324
2019-04-20,Washington,543,234
2019-04-20,West Virginia,17,13
2019-04-20,Wisconsin,156,105
2019-04-20,Wyoming,19,13
2019-04-21,Alabama,116,53
2019-04-21,Alaska,95,43
2019-04-21,Arizona,610,263
2019-04-21,Arkansas,83,45
2019-04-21,California,2342,810
2019-04-21,Colorado,808,409
2019-04-21,Connecticut,87,35
2019-04-21,Florida,1725,564
2019-04-21,Georgia,1136,368
2019-04-21,Hawaii,331,71
2019-04-21,Idaho,84,36
2019-04-21,Illinois,1253,612
2019-04-21,Indiana,194,82
2019-04-21,Iowa,77,38
2019-04-21,Kansas,42,24
2019-04-21,Kentucky,241,89
2019-04-21,Louisiana,255,108
2019-04-21,Maine,44,21
2019-04-21,Maryland,290,178
2019-04-21,Massachusetts,405,100
2019-04-21,Michigan,562,236
2019-04-21,Minnesota,438,178
2019-04-21,Mississippi,43,23
2019-04-21,Missouri,401,199
2019-04-21,Montana,71,33
2019-04-21,Nebraska,88,42
2019-04-21,Nevada,548,206
2019-04-21,New Hampshire,30,22
2019-04-21,New Jersey,442,25
2019-04-21,New Mexico,84,44
2019-04-21,New York,1086,198
2019-04-21,North Carolina,1010,533
2019-04-21,North Dakota,57,29
2019-04-21,Ohio,334,113
2019-04-21,Oklahoma,123,66
2019-04-21,Oregon,288,92
2019-04-21,Pennsylvania,649,309
2019-04-21,Puerto Rico,86,16
2019-04-21,Rhode Island,49,28
2019-04-21,South Carolina,198,83
2019-04-21,South Dakota,38,21
2019-04-21,Tennessee,399,176
2019-04-21,Texas,2178,1051
2019-04-21,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-21,U.S. Virgin Islands,15,3
2019-04-21,Utah,326,154
2019-04-21,Vermont,35,10
2019-04-21,Virginia,863,310
2019-04-21,Washington,617,216
2019-04-21,West Virginia,24,11
2019-04-21,Wisconsin,179,98
2019-04-21,Wyoming,18,11
2019-04-22,Alabama,131,52
2019-04-22,Alaska,105,47
2019-04-22,Arizona,619,267
2019-04-22,Arkansas,101,44
2019-04-22,California,2507,797
2019-04-22,Colorado,860,413
2019-04-22,Connecticut,97,32
2019-04-22,Florida,1744,574
2019-04-22,Georgia,1243,363
2019-04-22,Hawaii,320,71
2019-04-22,Idaho,87,35
2019-04-22,Illinois,1455,606
2019-04-22,Indiana,214,85
2019-04-22,Iowa,93,41
2019-04-22,Kansas,49,27
2019-04-22,Kentucky,281,91
2019-04-22,Louisiana,258,112
2019-04-22,Maine,54,23
2019-04-22,Maryland,319,180
2019-04-22,Massachusetts,477,90
2019-04-22,Michigan,663,244
2019-04-22,Minnesota,501,175
2019-04-22,Mississippi,45,25
2019-04-22,Missouri,431,209
2019-04-22,Montana,76,32
2019-04-22,Nebraska,100,47
2019-04-22,Nevada,557,208
2019-04-22,New Hampshire,35,23
2019-04-22,New Jersey,481,26
2019-04-22,New Mexico,88,43
2019-04-22,New York,1236,196
2019-04-22,North Carolina,1077,543
2019-04-22,North Dakota,65,33
2019-04-22,Ohio,381,119
2019-04-22,Oklahoma,137,67
2019-04-22,Oregon,310,89
2019-04-22,Pennsylvania,705,315
2019-04-22,Puerto Rico,80,18
2019-04-22,Rhode Island,59,27
2019-04-22,South Carolina,204,77
2019-04-22,South Dakota,43,23
2019-04-22,Tennessee,440,175
2019-04-22,Texas,2301,1058
2019-04-22,U.S. Pacific Trust Territories and Possessions,4,1
2019-04-22,U.S. Virgin Islands,14,3
2019-04-22,Utah,368,155
2019-04-22,Vermont,33,12
2019-04-22,Virginia,924,302
2019-04-22,Washington,648,219
2019-04-22,West Virginia,25,13
2019-04-22,Wisconsin,213,102
2019-04-22,Wyoming,22,12
2019-04-23,Alabama,124,53
2019-04-23,Alaska,101,46
2019-04-23,Arizona,590,281
2019-04-23,Arkansas,95,47
2019-04-23,California,2404,824
2019-04-23,Colorado,814,432
2019-04-23,Connecticut,94,37
2019-04-23,Florida,1650,660
2019-04-23,Georgia,1215,363
2019-04-23,Hawaii,309,70
2019-04-23,Idaho,84,37
2019-04-23,Illinois,1405,617
2019-04-23,Indiana,204,93
2019-04-23,Iowa,86,46
2019-04-23,Kansas,48,27
2019-04-23,Kentucky,262,106
2019-04-23,Louisiana,248,114
2019-04-23,Maine,53,20
2019-04-23,Maryland,313,180
2019-04-23,Massachusetts,459,106
2019-04-23,Michigan,649,246
2019-04-23,Minnesota,488,177
2019-04-23,Mississippi,45,23
2019-04-23,Missouri,420,209
2019-04-23,Montana,75,36
2019-04-23,Nebraska,95,49
2019-04-23,Nevada,506,237
2019-04-23,New Hampshire,36,22
2019-04-23,New Jersey,477,28
2019-04-23,New Mexico,80,45
2019-04-23,New York,1206,220
2019-04-23,North Carolina,1044,552
2019-04-23,North Dakota,61,35
2019-04-23,Ohio,363,121
2019-04-23,Oklahoma,128,66
2019-04-23,Oregon,295,96
2019-04-23,Pennsylvania,686,319
2019-04-23,Puerto Rico,74,18
2019-04-23,Rhode Island,56,28
2019-04-23,South Carolina,191,77
2019-04-23,South Dakota,40,28
2019-04-23,Tennessee,412,196
2019-04-23,Texas,2186,1075
2019-04-23,U.S. Pacific Trust Territories and Possessions,5,1
2019-04-23,U.S. Virgin Islands,14,3
2019-04-23,Utah,349,158
2019-04-23,Vermont,33,11
2019-04-23,Virginia,906,320
2019-04-23,Washington,626,222
2019-04-23,West Virginia,24,14
2019-04-23,Wisconsin,205,102
2019-04-23,Wyoming,22,12
2019-04-24,Alabama,128,52
2019-04-24,Alaska,102,43
2019-04-24,Arizona,597,269
2019-04-24,Arkansas,98,41
2019-04-24,California,2440,819
2019-04-24,Colorado,832,442
2019-04-24,Connecticut,95,36
2019-04-24,Florida,1672,607
2019-04-24,Georgia,1216,368
2019-04-24,Hawaii,320,71
2019-04-24,Idaho,83,35
2019-04-24,Illinois,1433,553
2019-04-24,Indiana,206,82
2019-04-24,Iowa,91,41
2019-04-24,Kansas,47,23
2019-04-24,Kentucky,263,85
2019-04-24,Louisiana,251,109
2019-04-24,Maine,54,20
2019-04-24,Maryland,312,179
2019-04-24,Massachusetts,463,110
2019-04-24,Michigan,654,239
2019-04-24,Minnesota,494,174
2019-04-24,Mississippi,45,22
2019-04-24,Missouri,427,202
2019-04-24,Montana,72,30
2019-04-24,Nebraska,99,47
2019-04-24,Nevada,522,209
2019-04-24,New Hampshire,35,25
2019-04-24,New Jersey,474,30
2019-04-24,New Mexico,80,43
2019-04-24,New York,1218,205
2019-04-24,North Carolina,1065,548
2019-04-24,North Dakota,63,30
2019-04-24,Ohio,366,110
2019-04-24,Oklahoma,128,60
2019-04-24,Oregon,296,95
2019-04-24,Pennsylvania,690,308
2019-04-24,Puerto Rico,75,19
2019-04-24,Rhode Island,56,28
2019-04-24,South Carolina,198,80
2019-04-24,South Dakota,44,21
2019-04-24,Tennessee,418,176
2019-04-24,Texas,2212,1005
2019-04-24,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-24,U.S. Virgin Islands,12,3
2019-04-24,Utah,355,154
2019-04-24,Vermont,33,13
2019-04-24,Virginia,911,315
2019-04-24,Washington,633,219
2019-04-24,West Virginia,22,13
2019-04-24,Wisconsin,211,99
2019-04-24,Wyoming,21,13
2019-04-25,Alabama,132,48
2019-04-25,Alaska,104,34
2019-04-25,Arizona,611,246
2019-04-25,Arkansas,102,39
2019-04-25,California,2511,658
2019-04-25,Colorado,859,359
2019-04-25,Connecticut,95,32
2019-04-25,Florida,1745,637
2019-04-25,Georgia,1236,309
2019-04-25,Hawaii,327,71
2019-04-25,Idaho,88,31
2019-04-25,Illinois,1452,520
2019-04-25,Indiana,216,77
2019-04-25,Iowa,94,34
2019-04-25,Kansas,50,17
2019-04-25,Kentucky,277,81
2019-04-25,Louisiana,262,89
2019-04-25,Maine,51,19
2019-04-25,Maryland,319,144
2019-04-25,Massachusetts,472,78
2019-04-25,Michigan,666,210
2019-04-25,Minnesota,500,156
2019-04-25,Mississippi,45,20
2019-04-25,Missouri,428,162
2019-04-25,Montana,77,31
2019-04-25,Nebraska,104,41
2019-04-25,Nevada,553,185
2019-04-25,New Hampshire,35,22
2019-04-25,New Jersey,486,26
2019-04-25,New Mexico,85,37
2019-04-25,New York,1239,182
2019-04-25,North Carolina,1079,494
2019-04-25,North Dakota,67,24
2019-04-25,Ohio,379,109
2019-04-25,Oklahoma,134,56
2019-04-25,Oregon,309,77
2019-04-25,Pennsylvania,704,261
2019-04-25,Puerto Rico,76,22
2019-04-25,Rhode Island,57,29
2019-04-25,South Carolina,201,84
2019-04-25,South Dakota,44,20
2019-04-25,Tennessee,432,152
2019-04-25,Texas,2298,902
2019-04-25,U.S. Pacific Trust Territories and Possessions,6,1
2019-04-25,U.S. Virgin Islands,14,4
2019-04-25,Utah,362,141
2019-04-25,Vermont,33,10
2019-04-25,Virginia,929,266
2019-04-25,Washington,649,201
2019-04-25,West Virginia,25,12
2019-04-25,Wisconsin,210,88
2019-04-25,Wyoming,22,12
2019-04-26,Alabama,131,56
2019-04-26,Alaska,104,31
2019-04-26,Arizona,615,271
2019-04-26,Arkansas,101,37
2019-04-26,California,2516,763
2019-04-26,Colorado,858,427
2019-04-26,Connecticut,96,30
2019-04-26,Florida,1744,599
2019-04-26,Georgia,1240,355
2019-04-26,Hawaii,333,71
2019-04-26,Idaho,87,34
2019-04-26,Illinois,1449,550
2019-04-26,Indiana,215,81
2019-04-26,Iowa,93,40
2019-04-26,Kansas,49,26
2019-04-26,Kentucky,281,87
2019-04-26,Louisiana,261,115
2019-04-26,Maine,54,15
2019-04-26,Maryland,318,157
2019-04-26,Massachusetts,471,109
2019-04-26,Michigan,668,229
2019-04-26,Minnesota,501,162
2019-04-26,Mississippi,46,19
2019-04-26,Missouri,430,211
2019-04-26,Montana,77,28
2019-04-26,Nebraska,100,51
2019-04-26,Nevada,563,212
2019-04-26,New Hampshire,35,21
2019-04-26,New Jersey,483,26
2019-04-26,New Mexico,88,40
2019-04-26,New York,1234,196
2019-04-26,North Carolina,1078,553
2019-04-26,North Dakota,62,31
2019-04-26,Ohio,379,122
2019-04-26,Oklahoma,137,62
2019-04-26,Oregon,312,87
2019-04-26,Pennsylvania,704,295
2019-04-26,Puerto Rico,81,23
2019-04-26,Rhode Island,58,29
2019-04-26,South Carolina,204,79
2019-04-26,South Dakota,43,23
2019-04-26,Tennessee,439,200
2019-04-26,Texas,2304,976
2019-04-26,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-26,U.S. Virgin Islands,13,4
2019-04-26,Utah,366,153
2019-04-26,Vermont,33,11
2019-04-26,Virginia,924,304
2019-04-26,Washington,647,209
2019-04-26,West Virginia,25,13
2019-04-26,Wisconsin,214,88
2019-04-26,Wyoming,22,13
2019-04-27,Alabama,91,52
2019-04-27,Alaska,95,46
2019-04-27,Arizona,552,275
2019-04-27,Arkansas,70,39
2019-04-27,California,1980,814
2019-04-27,Colorado,704,443
2019-04-27,Connecticut,82,35
2019-04-27,Florida,1711,581
2019-04-27,Georgia,938,362
2019-04-27,Hawaii,335,70
2019-04-27,Idaho,69,35
2019-04-27,Illinois,1154,559
2019-04-27,Indiana,166,86
2019-04-27,Iowa,73,45
2019-04-27,Kansas,35,22
2019-04-27,Kentucky,198,84
2019-04-27,Louisiana,205,106
2019-04-27,Maine,48,20
2019-04-27,Maryland,245,175
2019-04-27,Massachusetts,332,103
2019-04-27,Michigan,461,237
2019-04-27,Minnesota,341,173
2019-04-27,Mississippi,35,23
2019-04-27,Missouri,308,206
2019-04-27,Montana,64,31
2019-04-27,Nebraska,76,49
2019-04-27,Nevada,450,206
2019-04-27,New Hampshire,30,21
2019-04-27,New Jersey,382,28
2019-04-27,New Mexico,70,44
2019-04-27,New York,883,201
2019-04-27,North Carolina,887,534
2019-04-27,North Dakota,50,30
2019-04-27,Ohio,270,119
2019-04-27,Oklahoma,107,64
2019-04-27,Oregon,246,94
2019-04-27,Pennsylvania,568,303
2019-04-27,Puerto Rico,91,20
2019-04-27,Rhode Island,50,27
2019-04-27,South Carolina,177,78
2019-04-27,South Dakota,38,22
2019-04-27,Tennessee,319,184
2019-04-27,Texas,1815,1029
2019-04-27,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-27,U.S. Virgin Islands,18,3
2019-04-27,Utah,279,157
2019-04-27,Vermont,32,11
2019-04-27,Virginia,703,318
2019-04-27,Washington,548,224
2019-04-27,West Virginia,17,13
2019-04-27,Wisconsin,166,101
2019-04-27,Wyoming,20,13
2019-04-28,Alabama,122,55
2019-04-28,Alaska,95,44
2019-04-28,Arizona,614,261
2019-04-28,Arkansas,95,38
2019-04-28,California,2385,781
2019-04-28,Colorado,825,405
2019-04-28,Connecticut,89,29
2019-04-28,Florida,1722,560
2019-04-28,Georgia,1180,359
2019-04-28,Hawaii,350,70
2019-04-28,Idaho,86,36
2019-04-28,Illinois,1397,529
2019-04-28,Indiana,205,74
2019-04-28,Iowa,91,32
2019-04-28,Kansas,47,20
2019-04-28,Kentucky,258,83
2019-04-28,Louisiana,265,102
2019-04-28,Maine,51,20
2019-04-28,Maryland,293,178
2019-04-28,Massachusetts,405,98
2019-04-28,Michigan,605,228
2019-04-28,Minnesota,473,170
2019-04-28,Mississippi,46,21
2019-04-28,Missouri,418,199
2019-04-28,Montana,76,31
2019-04-28,Nebraska,99,43
2019-04-28,Nevada,552,201
2019-04-28,New Hampshire,31,22
2019-04-28,New Jersey,458,23
2019-04-28,New Mexico,85,43
2019-04-28,New York,1118,196
2019-04-28,North Carolina,1026,508
2019-04-28,North Dakota,62,29
2019-04-28,Ohio,352,110
2019-04-28,Oklahoma,131,60
2019-04-28,Oregon,290,90
2019-04-28,Pennsylvania,674,296
2019-04-28,Puerto Rico,85,19
2019-04-28,Rhode Island,52,28
2019-04-28,South Carolina,198,80
2019-04-28,South Dakota,43,19
2019-04-28,Tennessee,416,177
2019-04-28,Texas,2253,987
2019-04-28,U.S. Pacific Trust Territories and Possessions,3,1
2019-04-28,U.S. Virgin Islands,14,3
2019-04-28,Utah,351,150
2019-04-28,Vermont,35,12
2019-04-28,Virginia,881,304
2019-04-28,Washington,620,212
2019-04-28,West Virginia,25,11
2019-04-28,Wisconsin,194,92
2019-04-28,Wyoming,20,12
2019-04-29,Alabama,132,51
2019-04-29,Alaska,107,47
2019-04-29,Arizona,608,274
2019-04-29,Arkansas,102,36
2019-04-29,California,2499,782
2019-04-29,Colorado,872,412
2019-04-29,Connecticut,95,35
2019-04-29,Florida,1723,577
2019-04-29,Georgia,1243,353
2019-04-29,Hawaii,326,71
2019-04-29,Idaho,87,34
2019-04-29,Illinois,1441,537
2019-04-29,Indiana,215,75
2019-04-29,Iowa,92,32
2019-04-29,Kansas,49,21
2019-04-29,Kentucky,282,78
2019-04-29,Louisiana,259,100
2019-04-29,Maine,55,19
2019-04-29,Maryland,318,181
2019-04-29,Massachusetts,471,92
2019-04-29,Michigan,661,233
2019-04-29,Minnesota,498,166
2019-04-29,Mississippi,46,21
2019-04-29,Missouri,432,198
2019-04-29,Montana,77,32
2019-04-29,Nebraska,100,41
2019-04-29,Nevada,560,205
2019-04-29,New Hampshire,33,22
2019-04-29,New Jersey,481,28
2019-04-29,New Mexico,87,43
2019-04-29,New York,1237,191
2019-04-29,North Carolina,1076,479
2019-04-29,North Dakota,63,30
2019-04-29,Ohio,377,103
2019-04-29,Oklahoma,137,56
2019-04-29,Oregon,313,84
2019-04-29,Pennsylvania,704,300
2019-04-29,Puerto Rico,77,22
2019-04-29,Rhode Island,58,25
2019-04-29,South Carolina,204,76
2019-04-29,South Dakota,46,25
2019-04-29,Tennessee,437,179
2019-04-29,Texas,2311,983
2019-04-29,U.S. Pacific Trust Territories and Possessions,4,1
2019-04-29,U.S. Virgin Islands,11,3
2019-04-29,Utah,366,152
2019-04-29,Vermont,34,11
2019-04-29,Virginia,925,292
2019-04-29,Washington,648,197
2019-04-29,West Virginia,25,11
2019-04-29,Wisconsin,213,94
2019-04-29,Wyoming,22,13
2019-04-30,Alabama,127,55
2019-04-30,Alaska,103,46
2019-04-30,Arizona,579,275
2019-04-30,Arkansas,96,39
2019-04-30,California,2402,799
2019-04-30,Colorado,831,428
2019-04-30,Connecticut,96,37
2019-04-30,Florida,1577,653
2019-04-30,Georgia,1218,355
2019-04-30,Hawaii,316,70
2019-04-30,Idaho,82,38
2019-04-30,Illinois,1395,551
2019-04-30,Indiana,202,86
2019-04-30,Iowa,85,37
2019-04-30,Kansas,49,26
2019-04-30,Kentucky,269,95
2019-04-30,Louisiana,250,108
2019-04-30,Maine,53,17
2019-04-30,Maryland,311,181
2019-04-30,Massachusetts,444,114
2019-04-30,Michigan,643,239
2019-04-30,Minnesota,491,170
2019-04-30,Mississippi,45,21
2019-04-30,Missouri,422,200
2019-04-30,Montana,71,34
2019-04-30,Nebraska,93,46
2019-04-30,Nevada,513,233
2019-04-30,New Hampshire,31,20
2019-04-30,New Jersey,476,31
2019-04-30,New Mexico,82,46
2019-04-30,New York,1199,215
2019-04-30,North Carolina,1047,481
2019-04-30,North Dakota,59,34
2019-04-30,Ohio,361,108
2019-04-30,Oklahoma,130,59
2019-04-30,Oregon,300,92
2019-04-30,Pennsylvania,685,309
2019-04-30,Puerto Rico,73,23
2019-04-30,Rhode Island,55,28
2019-04-30,South Carolina,191,75
2019-04-30,South Dakota,43,27
2019-04-30,Tennessee,412,189
2019-04-30,Texas,2221,1017
2019-04-30,U.S. Pacific Trust Territories and Possessions,5,1
2019-04-30,U.S. Virgin Islands,12,3
2019-04-30,Utah,347,157
2019-04-30,Vermont,33,12
2019-04-30,Virginia,918,301
2019-04-30,Washington,630,215
2019-04-30,West Virginia,23,15
2019-04-30,Wisconsin,207,95
2019-04-30,Wyoming,22,12
